user_id,first_name,last_name,membership_tier,lifetime_miles_earned,current_miles_balance,amazing_lounges_member
U83210,Constance,Caudill,Basic,39811,39165,0
U59763,Sheila,Leslie,Basic,64869,64869,0
U39927,Jennie,Timberlake,Basic,29284,24854,0
U69838,Thanhha,Dejong,Basic,53588,53588,0
U92665,Susan,Jewett,Basic,2997,2174,0
U15554,Jasmine,Reynolds,Basic,13967,13967,0
U65705,Francis,Freedman,Basic,20102,20102,0
U23027,Stephen,Pène,Basic,53549,53549,0
U86705,Edwin,Shannon,Basic,49217,49217,0
U89348,Jack,Preus,Basic,37272,37272,0
U87358,Joan,Jewett,Basic,8069,6801,0
U15497,Robert,Willem,Basic,17150,7873,0
U69341,Claire,Hubbard,Basic,15196,9991,0
U99134,Derrick,Yelchin,Basic,2158,2158,0
U77549,Kevin,Berry,Basic,15672,15672,0
U42683,Tomie,Ish-Kishor,Basic,52814,24904,0
U49132,Laura,Philbrick,Basic,58815,30148,0
U79261,Megan,Neville,Basic,54491,54491,0
U76355,Ann,Sauer,Basic,12846,7877,0
U50574,Florence,Alexander,Basic,19720,391,0
U76951,Harold,Sperry,Basic,6748,6748,1
U13582,Annie,Bauer,Basic,49291,49094,0
U68111,William,Barnhill,Basic,28704,16109,0
U96384,Jennie,Bemelmans,Basic,30702,149,0
U30533,Stephen,Phelan,Basic,40284,40284,0
U70958,Grace,Nic,Basic,2384,1660,0
U47576,Thanhha,Richard,Basic,67324,67324,1
U53759,Russell,Fritz,Basic,40619,40619,0
U72971,Jamake,Patron,Basic,60116,22475,0
U84975,Ella,Dalgliesh,Basic,39604,39604,0
U72020,Jasmine,Woodson,Basic,29376,1706,1
U72236,Marguerite,Turnage,Basic,30292,30292,0
U39855,Charles,Aly,Basic,2280,1941,0
U19405,Norma,Savage,Basic,22108,20918,0
U90803,Genevieve,Phillip,Basic,916,288,1
U99694,Alida,Gurko,Basic,1357,1297,1
U16483,Cynthia,Highwater,Elite,121820,121820,1
U95541,Clara,dePaola,Basic,15842,11143,0
U12187,Leo,Allen,Basic,34328,2392,0
U55173,Lloyd,Phelan,Basic,37740,16724,0
U13773,Jason,Amy,Basic,15609,6309,0
U67189,Ian,Cooper,Basic,73657,31103,0
U20763,Steve,Dean,Basic,50888,41046,0
U24531,Ingrid,Lowry,Basic,50860,50860,0
U75347,Louise,Reiss,Basic,59917,33477,0
U26598,Ella,Sheinkin,Basic,57893,47832,0
U17800,Audrey,Members,Basic,17443,9926,0
U68838,Francis,Cloyd,Basic,53791,26675,0
U12963,Clare,Rourke,Basic,6314,6314,0
U70795,Emily,Leslie,Basic,4428,1051,1
U96998,Ingrid,Konigsburg,Basic,23213,17434,0
U74220,Esther,Hale,Basic,45947,45947,0
U42348,Hatem,Brittain,Basic,33814,21884,1
U28830,Stephen,Shippen,Basic,30695,17832,0
U38730,Will,Sawyer,Basic,25490,25490,0
U84449,Johnson,Hesse,Basic,51050,51050,0
U74659,Gennifer,Besterman,Basic,56353,44022,0
U63356,Elinor,Gilbert,Basic,43671,35126,0
U80449,Hildegarde,Angelo,Basic,47129,19643,0
U42096,Richard,Blumberg,Basic,12329,10592,0
U53249,Agnes,Neville,Basic,50650,50650,0
U28217,Francis,Carroll,Basic,19801,6124,0
U62633,Johnson,Leslie,Basic,59521,29523,0
U35982,Gordon,Roe,Basic,38788,34558,0
U67345,Cynthia,Blumberg,Elite,124560,86051,0
U55911,Bernard,Patron,Basic,48046,48046,0
U14876,Idwal,Coman,Basic,65107,65107,0
U10743,Marguerite,Crawford,Basic,64708,53570,0
U11714,Bruce,Kalashnikoff,Basic,9913,9913,0
U59735,Patricia,Sawyer,Basic,28395,28395,0
U95137,Hatem,Philbrick,Basic,50223,6354,0
U23364,Ralph,Estes,Basic,17964,14228,0
U87479,Arthur,Maxwell,Basic,6745,6745,1
U64175,Monica,Rankin,Basic,7200,7200,0
U92250,Rachel,Borton,Basic,13919,13919,0
U98080,John,Langton,Basic,3282,2338,0
U85115,Cyrus,Lord,Basic,15933,772,0
U51467,Edwin,Finger,Basic,28646,20848,0
U97402,Francis,Whalen,Basic,36133,13833,0
U55157,Hilda,Byars,Basic,33973,19947,0
U45368,Dhan,Fisher,Basic,40843,40843,0
U37695,Jacqueline,Schoenherr,Basic,39089,27424,0
U19746,Kirby,Nelson,Basic,70657,29536,0
U17582,Vince,Schaefer,Basic,55085,55085,0
U58402,Robin,Paul,Basic,43722,10592,0
U71697,Lloyd,Coblentz,Basic,47143,26456,0
U13598,Stephen,Basil,Basic,25251,20750,0
U66071,Rebecca,Kyle,Basic,33995,24498,0
U49726,Idwal,Sherwin,Basic,5839,1793,0
U13139,Bill,Hewes,Basic,34422,15233,0
U90986,Gennifer,Nic,Basic,42635,42635,0
U73084,Gerald,Jamieson,Basic,54147,54147,1
U48986,Bruce,Creech,Basic,43156,43156,0
U42893,Edwin,Engle,Basic,18600,18600,0
U21323,Julia,Allee,Basic,26547,9876,0
U59165,William,Dejong,Basic,62507,62507,0
U48074,Emily,Paul,Basic,30596,7249,0
U65902,Dorothy,Shippen,Basic,39076,1245,0
U16493,Ashley,Lenski,Basic,40172,40172,0
U64562,Kate,Finger,Basic,16013,16013,0
U23089,Norma,Crawford,Basic,71817,71817,0
U13009,Elsie,Janet,Basic,1491,922,0
U68274,Constance,Creech,Basic,69103,58695,0
U29148,Jennie,Gilbert,Basic,56670,26344,0
U21976,Bruce,Allen,Basic,31856,31495,0
U13147,Sulamith,Richard,Elite,90089,90089,0
U20238,Sulamith,Roe,Basic,465,144,0
U56253,Kwame,Lowry,Basic,16189,4523,0
U31390,Gerald,Leigh,Basic,48835,5311,0
U34593,Jim,Lasky,Basic,64099,53796,0
U91041,Carl,Turnage,Basic,29873,29873,0
U94761,Ralph,Rourke,Basic,65919,16483,0
U39754,Clara,Kherdian,Basic,71838,71838,0
U13364,Dave,Hewes,Basic,1189,59,0
U58924,Jamake,Louise,Basic,61057,33253,0
U19271,Hilda,Maxwell,Basic,15430,15430,0
U87902,Johanna,MacLachlan,Basic,55784,55784,0
U92688,Lynne,Carroll,Basic,42932,42932,0
U45957,Lynne,Hawes,Basic,12647,12647,0
U22167,Holly,Warga,Basic,62246,22841,0
U25267,Eunice,Wood,Basic,44790,44790,0
U57386,Marguerite,Sidman,Basic,44241,44241,0
U42933,Carole,Peck,Basic,17803,7967,0
U13884,Sarah,Aly,Basic,13586,4461,0
U35240,Will,Weil,Basic,59434,59434,0
U54836,Jim,Lide,Basic,7951,6836,0
U80438,Betsy,Weil,Basic,52385,7383,1
U93374,Gordon,Finger,Basic,56527,12115,0
U57453,Ella,Fisher,Basic,48211,48211,0
U75265,Arna,Wojciechowska,Basic,2171,2171,0
U70450,Nora,Meigs,Basic,24464,17263,0
U69289,Sheila,Ingalls,Basic,30396,30396,0
U95395,Paul,Rae,Basic,26004,9512,0
U99401,Monica,Robinson,Basic,21356,21356,1
U53957,Johanna,Paul,Basic,8800,8800,0
U33256,Christian,McKean,Elite,96578,38402,1
U60984,Mabel,Henkes,Basic,53212,34401,0
U28615,Stephen,Keith,Basic,24047,24047,0
U95281,Betsy,Berry,Basic,32459,16719,0
U18594,Julius,Alexander,Basic,21879,21879,0
U67015,Robin,Schoenherr,Basic,52415,10354,0
U86722,Bruce,Gertrude,Basic,53547,53547,0
U47680,Nicholas,Wier,Basic,42373,42373,0
U65479,Virginia,Lester,Basic,53937,49727,0
U15119,Renée,McKinley,Basic,20657,17272,0
U10397,Erik,Savage,Basic,29220,24960,0
U32745,Jeanetter,Hays,Basic,34644,4153,1
U54335,Sulamith,Rourke,Basic,16171,1841,0
U61299,Nicholas,Miller,Basic,60178,32489,0
U59942,Bette,Rae,Basic,34177,34177,0
U22555,Rhoda,Hallock,Basic,48428,43635,0
U67185,Louis,Bell,Basic,40650,40650,0
U90231,Ian,Hawes,Basic,57468,33312,0
U67758,Valenti,Sorensen,Basic,26365,5987,0
U57952,Marjorie,Campbell,Basic,50787,36401,0
U89997,Caroline,Warga,Basic,73158,62533,0
U76085,Sarah,Dane,Basic,18535,4009,0
U79970,Adam,Applegate,Basic,24552,14886,0
U51419,Gennifer,Medina,Basic,4906,4906,0
U96456,Joan,Caudill,Basic,49248,12630,0
U95731,Christina,Henry,Basic,29007,29007,0
U92963,Virginia,McGraw,Basic,15664,10886,0
U58666,Renée,Hawes,Basic,42658,18712,0
U58920,Leo,Barnhill,Basic,40101,40101,1
U62915,Meindert,Marshall,Basic,56497,31519,0
U62992,Mildred,Brubaker,Basic,72993,55774,0
U21985,Carl,Cushman,Basic,46988,28058,0
U93635,Monica,Freedman,Basic,25454,1088,0
U26497,Hilda,Leslie,Basic,36687,36687,0
U30436,Richard,Edmonds,Basic,68983,62911,0
U60691,Jack,Miles,Basic,70578,70578,0
U69206,Ella,Patron,Basic,73655,73655,1
U29299,Beverly,Maxwell,Basic,67532,5845,0
U44299,Suzanne,Roe,Basic,73164,9706,0
U99062,Jack,Eaton,Basic,64795,38921,0
U17714,Timothy,Coman,Basic,65528,23662,0
U19284,Bill,Small,Elite,79457,79457,1
U64880,Laurence,Phelan,Basic,46168,25781,1
U94517,Suzanne,Daugherty,Basic,67006,37302,0
U85784,Elsie,Vawter,Basic,2036,1277,0
U48166,John,Warga,Basic,42614,30820,0
U50016,Jamake,Choldenko,Basic,54025,31060,0
U39479,Irene,Edmonds,Basic,16595,16595,0
U90565,William,Gurko,Basic,21894,21894,0
U78165,Carole,Fritz,Basic,33494,17010,0
U14228,Phil,Burglon,Basic,54655,54655,0
U42136,Lynne,Enright,Basic,62381,35993,0
U55891,Audrey,Borton,Basic,39947,6676,0
U61338,Ashley,Schaefer,Basic,34279,28564,0
U29435,Ella,Hallock,Basic,33123,18083,0
U51647,Linda,Jarvis,Basic,5305,5305,0
U63093,Jane,Vanderpool,Basic,71963,71963,0
U45783,Jeanette,Hunt,Basic,68121,68121,1
U18739,Harold,Jones,Basic,11059,11059,0
U17178,Bernard,Babbitt,Basic,60738,60738,0
U32327,Miska,Hurd,Basic,16669,16669,0
U16543,Renée,Marie,Basic,42831,39403,0
U19781,Margery,Jamieson,Basic,2574,66,0
U55226,Ruth,O'Dell,Basic,46785,9238,0
U58368,William,Krumgold,Basic,49487,47015,0
U36422,Mabel,Reilly,Basic,28792,28792,0
U84258,Catherine,Hiaasen,Basic,33503,1923,0
U83212,Rick,Angelo,Basic,69261,56069,0
U58622,Kelly,Sachar,Basic,38018,38018,0
U85373,Anne,L'Engle,Basic,8021,8021,1
U28136,Louis,Voigt,Basic,60704,60704,1
U48532,Wanda,Gipson,Basic,42355,9710,0
U21842,Johnson,Coblentz,Basic,1889,1889,0
U22331,Annie,Miller,Basic,15078,15078,1
U42329,Rebecca,Bowen,Basic,18240,18240,0
U20378,Miska,McKissack,Basic,67032,2195,0
U57122,Dorothy,Entrada,Basic,8665,8665,0
U87307,Scott,Allee,Basic,34591,34591,0
U51677,Erin,Hiranandani,Basic,42521,42521,0
U42735,Neil,Coolidge,Basic,3410,1208,0
U51432,Jerry,Cloyd,Basic,602,383,0
U46941,Jason,Dean,Basic,49112,49112,0
U68350,Julia,Multnomah,Basic,38722,38722,0
U83868,Nicholas,James,Basic,13739,9166,0
U53545,Bill,Young,Basic,33590,33590,0
U89540,Katherine,Parrish,Basic,66303,66303,0
U59502,Bill,Watson,Basic,34441,34441,0
U76636,Meg,Louise,Basic,34530,34530,0
U92736,Joyce,McKay,Elite,116057,116057,1
U85178,Meindert,Nolan,Basic,24911,24911,0
U79430,Arthur,Jane,Basic,4019,4019,0
U50532,Hildegarde,Borton,Basic,8254,8254,0
U56131,Jeanetter,Bell,Basic,10764,3630,0
U76140,Maia,Kadohata,Basic,64952,45284,0
U52315,Esther,Woodson,Basic,73608,73608,0
U58531,Russell,Courlander,Basic,49301,3784,0
U78207,Edwin,Adams,Basic,611,249,0
U64409,Catherine,Young,Basic,26863,20688,0
U70773,Sharon,Lownsbery,Basic,33540,33540,0
U61302,Louise,Hiranandani,Basic,70084,24788,0
U25671,Joyce,Edmonds,Basic,68405,68405,0
U66345,Rachel,Coman,Basic,24158,24158,0
U13107,Janet,Sheinkin,Basic,63540,29836,0
U65596,Vince,Sauer,Basic,54068,54068,0
U70636,Marguerite,Langton,Basic,40719,40719,0
U20038,Valenti,Lauber,Basic,1884,1884,0
U33430,Tae,Rylant,Basic,65542,13561,0
U67903,Madeleine,Dane,Basic,66547,16657,0
U25517,Mildred,Engle,Basic,3128,3128,0
U23347,Kate,Dalgliesh,Elite,77086,54316,0
U68261,Gordon,Singmaster,Basic,61946,29540,0
U23220,Jack,Siegal,Basic,46026,31457,0
U79633,Carolyn,Dean,Basic,46562,29078,0
U59183,Marjorie,Boston,Basic,36937,36937,0
U79104,Monica,Ingalls,Basic,38953,4912,0
U35866,Polly,Young,Basic,10571,10571,0
U13132,Eva,Allen,Basic,69469,50622,0
U32801,Meindert,Richard,Basic,73269,49857,0
U15539,Robert,McKean,Basic,17430,16973,0
U76872,Margi,Preus,Basic,39261,25652,0
U91906,Neil,Rhoads,Basic,67894,22274,0
U92823,Janet,Jamieson,Basic,6651,3049,0
U64162,Suzanne,Timberlake,Basic,10437,2707,0
U39951,Michele,Lester,Basic,24330,5401,1
U60026,Betsy,Bell,Basic,63347,62142,0
U51742,Jeanette,Lai,Basic,19355,6484,0
U22685,Elizabeth,Estes,Basic,43282,5828,0
U51091,Francis,Jarvis,Basic,32624,22836,0
U44602,Joyce,Fenner,Basic,64472,49708,0
U45370,Karen,McKay,Basic,63185,63185,0
U94427,Christian,Shippen,Basic,66791,941,0
U96047,Olivia,Bryan,Basic,67085,67085,0
U36945,Mildred,Weil,Basic,61629,61629,0
U29902,Suzanne,Sheinkin,Basic,49064,25166,0
U94186,Kelly,Jarrell,Basic,22942,22942,0
U39985,Julia,Hawes,Basic,19270,19270,0
U13370,Joseph,Henkes,Basic,58752,58752,0
U64543,Fred,Amy,Basic,43856,37516,0
U58289,John,Hale,Elite,106047,94610,1
U72225,Monica,Taylor,Basic,47545,40459,0
U24884,Kadir,Gidwitz,Basic,16488,13759,0
U61915,Aranka,Lin,Basic,26458,11726,0
U38522,Beverly,Crannell,Elite,106470,75386,1
U69293,Paula,Gould,Basic,73528,46903,0
U62909,Jamake,Larson,Basic,58484,16406,0
U79356,Louis,Murphy,Basic,61021,31631,0
U39817,Kirby,Ingram,Basic,65004,61842,0
U48740,Margery,Gidwitz,Basic,23885,7907,0
U30016,Gary,Hesse,Basic,6189,4502,0
U24310,Mabel,Phillip,Basic,69254,25917,1
U88529,Cece,Sue,Basic,48830,31238,0
U37672,Cyrus,Courlander,Basic,37163,25452,0
U31606,Johanna,Creech,Basic,19317,1606,0
U17162,Matt,Hubbard,Basic,7534,7534,0
U82322,Jack,Jarrell,Basic,24544,12832,0
U94280,Elinor,Young,Basic,18275,18275,0
U16349,Florence,Selden,Elite,81734,81734,0
U99756,Ingrid,Byars,Basic,60663,60663,0
U91868,Robert,Hesse,Basic,70362,69514,0
U88789,Dave,Carroll,Basic,4012,3332,0
U29222,Johnson,Jukes,Basic,25487,10199,0
U12141,Ester,Lai,Basic,74885,73910,0
U47883,Victoria,Applegate,Basic,33093,33093,0
U45476,Ashley,Young,Basic,33477,1852,0
U39893,Eric,Timberlake,Basic,73216,25163,0
U48877,Ester,Bowie,Basic,64492,64492,0
U88354,Dorothy,Hubbard,Basic,68742,20584,0
U12887,Hendrik,Rankin,Basic,10445,10445,0
U17271,Veera,Hubbard,Basic,14198,5642,0
U40099,Rita,Whalen,Basic,49074,5955,0
U85805,Holly,Borton,Basic,30346,30346,0
U40798,Jason,Louise,Basic,41399,24082,0
U56964,Madeleine,Caudill,Basic,22379,15140,0
U48392,Renée,DeJong,Basic,43615,11262,0
U35315,Megan,Lenski,Basic,72584,40761,0
U95046,Jane,Vawter,Basic,5398,3049,0
U94171,Kate,Basil,Basic,49075,22767,0
U20786,Doris,Bauer,Basic,26096,1296,0
U24281,Victoria,Rhoads,Basic,74754,27525,1
U35289,Gennifer,Basil,Basic,59086,51338,0
U92765,Jacqueline,Nolan,Basic,62157,62157,0
U25963,Ann,Gidwitz,Basic,63009,1374,0
U37086,Jacqueline,Black,Basic,61700,61700,0
U49068,Aranka,Keller,Basic,2143,2143,0
U15752,Erik,Lawson,Basic,6677,1966,0
U90262,Sulamith,Bontemps,Basic,64850,64850,0
U64899,Clara,Berry,Elite,118119,27984,0
U74028,Lloyd,Wu,Basic,47649,7058,0
U50483,Mavis,Kelly,Basic,14642,6244,0
U50771,Kate,L'Engle,Basic,67869,63544,0
U42785,Patricia,James,Basic,401,305,0
U53929,Edwin,Lownsbery,Basic,56955,56955,0
U94912,Tomie,Horvath,Basic,5020,1475,0
U14024,Lauren,Jarvis,Basic,57044,57044,0
U59558,Paula,Bowie,Basic,40701,28248,0
U27689,Carl,Byars,Elite,81724,81487,1
U14943,Renée,Konigsburg,Basic,32723,5746,0
